1	     3.15044415e-001	     2.09560425e+000	     4.01253209e-003
2	     9.23487371e-001	     2.09095635e+000	     1.46033172e-003
3	     1.56447882e+000	     2.08856651e+000	     0.00000000e+000
4	     2.14047940e+000	     2.09353559e+000	     1.11612284e-003
5	     2.87151843e-002	     1.84854984e+000	    -1.85128200e-002
6	     6.17818297e-001	     1.81351907e+000	    -2.07221718e-002
7	     1.21855964e+000	     1.79758544e+000	    -2.15958230e-002
8	     1.84342747e+000	     1.81845260e+000	    -2.37776614e-002
9	     2.42980308e+000	     1.81123918e+000	    -2.06535936e-002
10	     3.07519981e-001	     1.52067718e+000	    -7.97007747e-003
11	     9.17967977e-001	     1.51869317e+000	    -1.32195174e-002
12	     1.52802440e+000	     1.51752778e+000	    -1.46481159e-002
13	     2.12275976e+000	     1.51566405e+000	    -1.04934035e-002
14	     1.91996751e-002	     1.22258758e+000	    -1.21103082e-002
15	     6.09120212e-001	     1.22152440e+000	    -1.37986800e-002
16	     1.21115037e+000	     1.20644113e+000	    -1.38618520e-002
17	     1.83305820e+000	     1.21343210e+000	    -1.54296704e-002
18	     2.42225225e+000	     1.20393335e+000	    -1.13003631e-002
19	     2.97785130e-001	     8.95530666e-001	    -1.33447802e-003
20	     9.11412284e-001	     8.95490549e-001	    -3.41316219e-003
21	     1.51709036e+000	     8.97939407e-001	    -4.64174490e-003
22	     2.11711856e+000	     8.98670678e-001	    -3.25694555e-003
23	     8.23614819e-003	     5.72056035e-001	    -5.79973791e-003
24	     5.98116782e-001	     5.69982648e-001	    -6.73643908e-003
25	     1.20323715e+000	     5.81057438e-001	    -7.25945348e-003
26	     1.82210337e+000	     5.81111638e-001	    -7.45140746e-003
27	     2.41039118e+000	     5.76103295e-001	    -4.65263476e-003
28	     3.05057263e-001	     2.67712950e-001	     3.80563918e-003
29	     8.97325397e-001	     2.70969477e-001	     1.97257030e-003
30	     1.51791563e+000	     2.78076064e-001	     2.47099644e-003
31	     2.11257022e+000	     2.84327674e-001	     2.97408587e-003
32	     0.00000000e+000	     0.00000000e+000	     0.00000000e+000
33	     5.87916855e-001	     1.61973090e-002	    -1.15793875e-003
34	     1.19681847e+000	     7.80440267e-003	    -1.42601542e-003
35	     1.81357422e+000	     5.90550165e-003	    -1.07845301e-003
36	     2.40201383e+000	     0.00000000e+000	     0.00000000e+000
